"Group";"Case";"Signbased.all";"Signbased.all.gap";"Signbased.log";"Signbased.log.gap";"Signbased.vis";"Signbased.vis.gap";"Superlogical";"Superlogical.gap";"withoutSB.all";"withoutSB.all.gap";"withoutSB.log";"withoutSB.log.gap";"withoutSB.vis";"withoutSB.vis.gap"
"1";"61";0,576747818107948;0,975199319779261;0,774031769535898;0,784132023160999;7,44709990201105e-05;0,00451801162995215;0,735343166423942;0,595639374322841;0,020427693068144;0,988304359525342;0,875668987023689;0,046500712052724;0,0101075541787102;0,482534109449882
"1";"62";0,0774067916919445;0,00280582024035655;0,00274515480315568;0,800287757272643;0,00383040594006538;0,0322362774740443;0,503074585804168;0,00681272666969326;0,000149655319360462;7,7822369865603e-05;0,0189374743469899;0,0343708638720185;0,00101766859136505;0,144098382549975
"1";"63";0,457653823105534;0,0498219637301657;0,61490853579141;0,97321647063741;0,226318340690895;0,00801477380285121;0,36964346408355;0,502332133215516;0,203628685163107;0,00107668654889123;2,02316818852449e-05;0,918448911097023;0,00136287114354939;0,0002142391041256
"1";"64";0,15414094175397;0,00422135976218265;0,0309895811521586;0,381177573618897;0,434258034773712;6,27386732570486e-08;0,142340358856977;0,00703196449244347;0,0285445766284571;2,4314937063759e-06;0,0362565301434922;0,281206081074563;0,455025709200445;1,13152982402642e-08
"1";"65";0,856402981546186;0,0248223229050084;0,253182385125533;0,685986078041274;0,0377430841585398;0,423679762145602;0,606023514753476;0,379015705763491;0,93553448598399;0,0854479935953592;0,521718019196359;0,00664268403369164;0,00891658751281622;0,0884557747380037
"1";"66";0,602459878937017;0,00197814786626042;0,296699115028867;0,203559196104801;0,643603003277612;0,0149395892668134;0,0606166945852549;0,584559559574243;0,638411919054459;0,924612738134313;0,0653522746293324;0,411302339299925;0,0474653206828749;0,0473688346704483
"1";"67";0,164307916399163;0,234431613755444;0,0336170555444798;0,956612785627986;0,387065771186802;0,161824309654078;0,994817046742606;0,513545378901523;0,382183614197257;0,657628644654788;0,678319517444288;0,0571468253674481;0,0425585295530657;0,586995615230872
"1";"68";0,00991744923343877;0,837767491326318;0,0391560725635988;0,124020057082754;0,371528532885609;0,0118324031794974;0,0124534699047948;0,558609168256265;0,310518860309159;0,194937011089892;0,125461110116975;0,196682649608538;5,69757069835738e-05;0,0193850981768671
"1";"69";0,183302177644411;0,0646851347313344;0,246478044611587;0,506738221311952;0,175877813431289;0,0117522194724322;0,771783922180502;0,0109632915217823;0,174987462105614;0,0880092668818117;0,947600230043882;0,502879504092799;0,00108715338678324;0,15575310758339
"1";"70";0,0934531546619948;0,00547523921915251;0,306046520841434;0,767145039768916;0,0914213070971888;0,0144491508028425;0,0541638291101368;0,0651706700665764;0,0981371343716662;0,53492522123376;0,579716305349681;0,0032101855769853;0,00655734464720326;0,69320718200619
"2";"51";0,0945109383621239;8,19655465947495e-07;0,673158046668363;0,0387213846702041;1,23242520096828e-08;0,871240206163077;0,351027249073012;0,27606569298567;0,343742640900061;2,25649758055823e-05;0,813173142826368;0,258435801978263;2,81271950270022e-09;0,359724526292105
"2";"52";0,134674953962676;0,13448124604514;0,0382656438224282;0,135374601842515;0,320861870451592;0,127683459361249;0,875764893901789;0,813052373294632;1,56725413795459e-05;9,04850513347118e-06;0,00100231131514551;0,679186330112405;0,00213822491914569;0,00631098504935367
"2";"53";0,860181327742268;0,0927453279818396;0,540582529254778;0,219661030176863;0,0475184940684839;0,0629461759211951;0,207678901588707;0,405854241793045;0,429366974372104;0,295095358173964;0,301322282245002;0,00804705721164709;0,000650214163147983;0,188513863873451
"2";"54";0,92389250533083;0,19646603749291;0,755164186350003;0,184008440414157;0,623573381562953;0,972383524981612;0,00185559840979488;0,748001375711077;0,110414349010258;0,0200592407950447;0,770664706410697;0,822464379595806;0,00116675904526631;0,100043997693947
"2";"55";0,693755387077702;0,362991055381148;0,421382979026637;0,280519392352277;0,000282486389671998;0,000118279432963514;0,761021189708297;0,331464687256039;0,318439370818086;0,401864929367264;0,81063798109676;0,793852852981784;0,0386504285284258;0,0148087928458538
"2";"56";0,0163973410384105;0,568016700303716;0,0414787359382821;0,478814783738074;3,066180381397e-08;0,701113918117943;0,0382185458259843;0,935753068738525;0,345830491448683;0,884738531863639;0,071783710062098;0,0682186825497863;0,000133383037324427;0,219583137091181
"2";"57";0,138439672949374;0,00283249646793664;0,25969614041336;0,283566291062438;1,76389944853475e-07;0,21808838235514;0,112176569231829;0,926294411121511;0,58120782949414;0,280818245984135;0,418163072611494;0,708520306353196;1,86987544244141e-09;0,654339973942623
"2";"58";0,0277815793560514;0,551672428577495;0,509297406080036;1,65686759651357e-05;0,160483437672908;7,05969075360991e-08;8,52116495871912e-06;0,0064584377818697;0,0815142788006174;0,00210980795779052;0,181911392158703;0,0689232362377378;5,4566523248525e-08;1,92331632608685e-06
"2";"59";1,75659509288092e-15;9,44200853763674e-06;1,05787196089538e-19;4,93484317876088e-13;3,5261249484471e-28;1,32230247687777e-13;1,64188499614411e-16;7,3970321334378e-16;1,90097080609848e-18;0,0365974358561752;9,93712691407987e-23;5,68839625952085e-18;1,25493324403399e-30;6,54128198181878e-14
"2";"60";0,0121004641072915;0,0845578893086399;0,00902601560320416;0,0790199916463571;3,44195768354951e-11;0,00021382999884977;2,2465488050073e-06;0,758542183972527;1,38360223337172e-05;0,000220323659909654;0,00560885034095144;0,188280296902238;1,43355729507163e-09;0,0323773379827228
"3";"41";0,536786425604639;0,20581427905187;0,570932959551012;0,164393078696794;0,285160744462707;4,55805179413708e-06;0,153411467913695;0,298771744930212;0,258815492056337;0,555930950436937;0,111907676079236;0,278355728562432;0,0162979318388024;0,0773281340552426
"3";"42";0,216942665809158;0,0564050635901707;0,626800392731676;0,181483452126666;2,42061105523791e-19;0,237467572094616;0,127783293937351;0,905800721179929;0,777953048871613;0,0159192598168016;0,433299779277307;0,00454356668126843;3,22980530973241e-30;0,218392790369207
"3";"43";0,080961088342425;0,41912146246952;0,0767237482517117;0,628699271728568;0,686054313498212;0,350322048214737;0,0241445839926811;0,61100688739177;0,727288794869577;0,0633375046356077;0,959699356179366;0,0567884994975093;0,581998842608473;0,223702359199749
"3";"44";0,692612771201326;0,620348208631934;0,0301647873994692;0,537125464644646;0,000219075208221976;0,233163343885228;0,51409379301885;0,111462668939085;0,602609836571414;0,188700019809094;0,171843800524818;0,360829823822984;0,022447576788325;0,0839929747039187
"3";"45";0,750392042172863;0,464914245057877;0,78591365419591;0,454459656754946;0,0416783434077897;7,95656582715172e-05;0,0445772925284493;0,887937412463834;0,155279145294269;0,92918594876297;0,267081542808914;0,221272183254367;0,0359907103148004;0,0257204311975499
"3";"46";0,901164318147429;0,95532674794669;0,339406636440331;0,957097101221521;0,26460795040205;0,091109993112097;0,531014351901442;0,615388545876395;0,48983796651452;0,418580024662972;0,67195364846186;0,912794576209043;0,0144401198622054;0,648243806038521
